# LichKingMod → BeiDou 移植清单（由 docs/tools/gen-port-manifest.sh 生成，勿手工增删行）
# 源仓库: /e/Programming/MapleStoryPS/HeavenMS_LichKingMod
# base=b0671161  head=ac7830b5  跳过的格式化提交=91235cf0
#
# 刻意不写生成时间戳：重跑后 git diff 为空 == 分母没变，这个信号比时间戳有用。
# 上次再生成的时间去 git log 查。
#
# disposition 只能是以下六种：
#   ported        已移植      —— evidence 必须填 BeiDou 侧文件路径
#   already-fixed BeiDou 已有 —— evidence 必须填 文件:行号（不填就是垃圾桶）
#   rejected      明确不搬    —— evidence 必须填一句理由。这是终局决定
#   deferred      暂缓        —— evidence 必须填「为什么缓」+「什么条件下重启」
#   noise         格式化/汉化/垃圾
#   pending       还没看
#
# 收工判据是 pending 归零 且 deferred 清单被逐条复核过。
# deferred 不等于做完：它是一笔记在账上的待办，跟 rejected（终局不做）是两回事，
# 不给它单独一档的话，暂缓项会混进 rejected 里再也没人翻出来。
path	area	added	deleted	disposition	evidence
src/server/life/MapleLifeFactory.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/life/MapleMonster.java	java	35	31	pending	
src/server/life/MapleMonsterInformationProvider.java	java	4	3	pending	
src/server/life/MapleMonsterStats.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/life/MapleNPCStats.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/life/MaplePlayerNPC.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/life/MaplePlayerNPCFactory.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/life/MobAttackInfo.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/life/MobAttackInfoFactory.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/life/MobSkill.java	java	3	0	pending	
src/server/life/MobSkillFactory.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/life/MonsterDropEntry.java	java	3	1	pending	
src/server/life/MonsterGlobalDropEntry.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/life/MonsterListener.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/life/SpawnPoint.java	java	15	2	pending	
src/server/life/positioner/MaplePlayerNPCPodium.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/life/positioner/MaplePlayerNPCPositioner.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/loot/MapleLootInventory.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/loot/MapleLootManager.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/AbstractAnimatedMapleMapObject.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/AbstractMapleMapObject.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/AnimatedMapleMapObject.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/FieldLimit.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/MapMonitor.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/MapleDoor.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/MapleDoorObject.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/MapleDragon.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/MapleFoothold.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/MapleFootholdTree.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/MapleGenericPortal.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/MapleHiredMerchant.java	java	5	2	pending	
src/server/maps/MapleKite.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/MapleMap.java	java	91	40	pending	
src/server/maps/MapleMapFactory.java	java	3	1	pending	
src/server/maps/MapleMapItem.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/MapleMapManager.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/MapleMapObject.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/MapleMiniDungeon.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/MapleMiniDungeonInfo.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/MapleMiniGame.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/MapleMist.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/MaplePlayerShop.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/MaplePlayerShopItem.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/MaplePortal.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/MapleReactor.java	java	3	1	pending	
src/server/maps/MapleReactorFactory.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/MapleReactorStats.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/MapleSummon.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/MapleTVEffect.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/ReactorDropEntry.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/maps/SavedLocation.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/minigame/MapleRockPaperScissor.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/movement/AbsoluteLifeMovement.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/movement/ChairMovement.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/movement/ChangeEquip.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/movement/JumpDownMovement.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/movement/LifeMovement.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/movement/LifeMovementFragment.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/movement/RelativeLifeMovement.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/movement/TeleportMovement.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/partyquest/AriantColiseum.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/partyquest/GuardianSpawnPoint.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/partyquest/MapleCarnivalFactory.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/partyquest/MonsterCarnival.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/partyquest/MonsterCarnivalParty.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/partyquest/PartyQuest.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/partyquest/Pyramid.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/MapleQuest.java	java	24	0	pending	
src/server/quest/MapleQuestActionType.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/MapleQuestRequirementType.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/actions/BuffAction.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/actions/ExpAction.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/actions/FameAction.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/actions/InfoAction.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/actions/ItemAction.java	java	3	3	pending	
src/server/quest/actions/MapleQuestAction.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/actions/MesoAction.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/actions/NextQuestAction.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/actions/PetSkillAction.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/actions/PetSpeedAction.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/actions/PetTamenessAction.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/actions/QuestAction.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/actions/SkillAction.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/requirements/BuffExceptRequirement.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/requirements/BuffRequirement.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/requirements/CompletedQuestRequirement.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/requirements/EndDateRequirement.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/requirements/FieldEnterRequirement.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/requirements/InfoExRequirement.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/requirements/InfoNumberRequirement.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/requirements/IntervalRequirement.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/requirements/ItemRequirement.java	java	1	1	pending	
src/server/quest/requirements/JobRequirement.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/requirements/MapleQuestRequirement.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/requirements/MaxLevelRequirement.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/requirements/MesoRequirement.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/requirements/MinLevelRequirement.java	java	3	0	pending	
src/server/quest/requirements/MinTamenessRequirement.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/requirements/MobRequirement.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/requirements/MonsterBookCountRequirement.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/requirements/NpcRequirement.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/requirements/PetRequirement.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/requirements/QuestRequirement.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/server/quest/requirements/ScriptRequirement.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/tools/ArrayMap.java	java	3	0	pending	
src/tools/AutoJCE.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/tools/BCrypt.java	java	73	57	pending	
src/tools/DatabaseConnection.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/tools/FilePrinter.java	java	11	0	pending	
src/tools/HexTool.java	java	24	10	pending	
src/tools/IntervalBuilder.java	java	3	2	pending	
src/tools/LogHelper.java	java	66	16	pending	
src/tools/LongTool.java	java	5	11	pending	
src/tools/MapleAESOFB.java	java	8	4	pending	
src/tools/MapleLogger.java	java	1	1	pending	
src/tools/MaplePacketCreator.java	java	112	122	pending	
src/tools/Pair.java	java	5	11	pending	
src/tools/Randomizer.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/tools/StringUtil.java	java	12	3	pending	
src/tools/data/input/ByteArrayByteStream.java	java	2	0	pending	
src/tools/data/input/ByteInputStream.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/tools/data/input/GenericLittleEndianAccessor.java	java	15	6	pending	
src/tools/data/input/GenericSeekableLittleEndianAccessor.java	java	3	1	pending	
src/tools/data/input/InputStreamByteStream.java	java	3	0	pending	
src/tools/data/input/LittleEndianAccessor.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/tools/data/input/RandomAccessByteStream.java	java	2	0	pending	
src/tools/data/input/SeekableInputStreamBytestream.java	java	1	2	pending	
src/tools/data/input/SeekableLittleEndianAccessor.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/tools/data/output/BAOSByteOutputStream.java	java	2	0	pending	
src/tools/data/output/ByteOutputStream.java	java	1	1	pending	
src/tools/data/output/GenericLittleEndianWriter.java	java	52	9	pending	
src/tools/data/output/LittleEndianWriter.java	java	1	1	pending	
src/tools/data/output/MaplePacketLittleEndianWriter.java	java	2	0	pending	
src/tools/exceptions/EmptyMovementException.java	java	0	1	pending	
src/tools/exceptions/EventInstanceInProgressException.java	java	0	1	pending	
src/tools/packets/Fishing.java	java	3	4	pending	
src/tools/packets/Wedding.java	java	21	8	pending	
src/client/command/commands/CommandManager.java	java-new	89	6	ported	org/gms/client/command/commands/CommandManager.java；改并发容器。三个 setWorldXxxRate 确定不补 —— 唯一的消费方 RateEventCommand 已 rejected。批次4 追加 clearItemSold，供 RetrieveCommand 清空出售记录（并发容器不接受 null 值，用不了原实现的 set(id, null)）
src/client/command/commands/gm0/BossDmgAnalysisCommand.java	java-new	75	0	pending	
src/client/command/commands/gm0/ChangePasswordCommand.java	java-new	40	0	deferred	缓：LK 版的安全闸门就是邮箱验证码（脚本第一步的算术码是自显自验，无鉴权作用），去掉邮箱等于任何人在已登录客户端上都能改账号密码。BeiDou 已有网页端改密码（AccountService.updateAccountByUser:101，闸门为旧密码）。重启条件：邮箱验证方案定案，或决定改用旧密码闸门做游戏内入口
src/client/command/commands/gm0/DetectCommand.java	java-new	78	0	pending	
src/client/command/commands/gm0/MapDropsCommand.java	java-new	88	0	ported	org/gms/client/command/commands/gm0/MapDropsCommand.java；退化为入口，逻辑复用 scripts-zh-CN/BeiDouSpecial/当前地图掉落_当前地图.js
src/client/command/commands/gm0/QianDaoCommand.java	java-new	86	0	already-fixed	gms-server/scripts-zh-CN/BeiDouSpecial/每日签到.js:26 已实现每日签到（角色级，走 ExtendValue 的 daily 类型自动重置，发道具 2430033）。LK 版是账号级发点券，粒度不同但功能重叠，且其实现是坏的：oneDay 被写成 10000 毫秒（真正的 24 小时被注释掉）、两行调试用 dropMessage 残留会直接打给玩家、并把签到时间存进 accounts.lastVoteTime 与投票系统抢同一列，而 BeiDou 的 AccountsDO 根本没有这一列。如需账号级签到应走 ExtendValue 的 ACCOUNT_EXTEND_DAILY 另立新需求，不是移植
src/client/command/commands/gm0/RedeemCommand.java	java-new	90	0	pending	
src/client/command/commands/gm0/RetrieveCommand.java	java-new	84	0	ported	org/gms/client/command/commands/gm0/RetrieveCommand.java；配套给 CommandManager 加 clearItemSold —— 原实现用 set(id, null) 清空，而批次1 已把那些 map 换成 ConcurrentHashMap，put 空值会直接抛异常。另修两处：改为整批预检背包空间再扣钱（原实现先扣钱、忽略 addFromDrop 返回值，背包满时钱扣了物品没进包、记录还被清空）；逐件按自身背包类型分支（原实现只要清单里有一件装备就把全部当装备处理）。预检用 checkSpaceProgressively 并按背包类型分别累加 usedSlots，checkSpace 对装备只判断还有没有一格，逐件问会得出一格能放五件的错误结论
src/client/command/commands/gm0/RollCommand.java	java-new	51	0	ported	org/gms/client/command/commands/gm0/RollCommand.java
src/client/command/commands/gm0/SellInvCommand.java	java-new	101	9	ported	org/gms/client/command/commands/gm0/SellInvCommand.java；三分支合并，格数上限改用 Inventory.getSlotLimit()
src/client/command/commands/gm0/VerifyEmailCommand.java	java-new	45	0	deferred	缓：依赖 MailManager。重启条件：邮箱验证方案定案后
src/client/command/commands/gm1/WhoDrops2Command.java	java-new	103	0	already-fixed	scripts-zh-CN/BeiDouSpecial/当前地图掉落_物品查询.js 已实现且更完善；既有 WhoDropsCommand.java:45 改为指向该脚本
src/client/command/commands/gm2/CosPreviewCommand.java	java-new	119	0	ported	org/gms/client/command/commands/gm2/CosPreviewCommand.java；默认走 Salon.js，LK 遍历分支保留需显式传参
src/client/command/commands/gm2/ItemDropTimedCommand.java	java-new	111	0	ported	org/gms/client/command/commands/gm2/ItemDropCommand.java；不新开指令。LK 版是 HeavenMS ItemDropCommand 的整份复制，逐行比对后唯一的功能增量就是给非宠物道具 setExpiration，因此改为既有 @drop 的可选第三参（有效期分钟数，沿用 LK 的 1440 上限），加解析保护。LK 宠物分支把同一个「分钟」参数当天数用，语义自相矛盾，未跟；LK 注释掉的 setOwner 与 gmLevel 判据由 4 改 3 也未跟，保留 BeiDou 现状
src/client/command/commands/gm2/PatrolCommand.java	java-new	118	0	ported	org/gms/client/command/commands/gm2/PatrolCommand.java；巡逻队列挪进 CommandManager 修多GM互抢，递归改循环
src/client/command/commands/gm2/RecallCommand.java	java-new	85	0	pending	
src/client/command/commands/gm4/DeleteAccountCommand.java	java-new	108	0	already-fixed	org/gms/service/CharacterService.java:548 deleteAccount 已实现且严格优于 LK 版：@Transactional、逐个角色先下线再删、清 8 张账号级关联表以及 ExtendValue 的三种账号级类型；LK 版无事务，只删 hwidaccounts/quickslotkeymapped/storages/accounts 四张，照搬会留孤儿数据。入口已挂在 org/gms/controller/AccountController.java:79，不再另做游戏内 GM 指令
src/client/command/commands/gm4/DeleteCharacterCommand.java	java-new	95	0	already-fixed	org/gms/service/CharacterService.java:524 deleteCharacterWithOnlineCheck 已实现（在线先下线再删，离线直接删）。CLAUDE.md 点名的 deleteCharacterEntry NPE 风险由同文件:535 safeDeleteCharacterEntry 兜住，LK 版没有这个兜底。入口已挂在 org/gms/controller/CharacterController.java:68，不再另做游戏内 GM 指令
src/client/command/commands/gm4/DropProEquipCommand.java	java-new	90	0	deferred	缓，挪至批次6：与 ProEquipCommand 互为 90% 复制，唯一区别是 spawnItemDrop 而非 addFromDrop，移植时应合并成一个带 drop 开关的指令而不是两个类。依赖同为 EQUIP_STAT_RANDOMIZE_RANGE。重启条件同 ProEquipCommand
src/client/command/commands/gm4/GMBotCommand.java	java-new	123	9	ported	org/gms/client/command/commands/gm4/GMBotCommand.java；参数由 LK 的 0/1/2 魔法选择器（其中 1、2 硬编码成作者自己的角色id 2768/2971，且提示写 playername 实际却裸 parseInt，传名字直接抛异常）改为角色id并加解析保护；查找改用全区在线列表，不再限 GM 自己所在频道；修原实现检测到目标掉线后 cancel 完没有 return、继续对已下线角色调 getMap()；任务体按id重新取角色不再由闭包持有 Character 引用；删掉手工 owner 过滤 —— Character.pickupItem 内部已在 itemLock 下用 canBePickedBy 校验，且 LK 拿 getOwnerId() 去比 partyId 本就是错的（队伍归属在 MapItem 里是独立的 party_ownerid），锁外读该字段也不安全；魔法数字 8810010..8810018 改用 MobId.isDeadHorntailPart/HORNTAIL
src/client/command/commands/gm4/LichDebugCommand.java	java-new	58	7	rejected	作者自用的 public static int debugVar，LK 全仓库无消费方；BeiDou 已有 gm5 DebugCommand
src/client/command/commands/gm4/MobRateCommand.java	java-new	52	0	pending	
src/client/command/commands/gm4/ProEquipCommand.java	java-new	89	0	deferred	缓，挪至批次6：依赖 EQUIP_STAT_RANDOMIZE_RANGE，那是 Godly 装备属性系统的配置键，提前引入会污染批次边界。另 BeiDou 已有 gm4/ProItemCommand，但语义不同 —— BeiDou 把全属性设为定值，LK 是在原属性上加值且原本为 0 的属性保持 0（保留装备特性），孰优要连同 Godly 一起取舍。重启条件：批次6 client/inventory/Equip 的 Godly 系统定案
src/client/command/commands/gm4/RateEventCommand.java	java-new	88	0	rejected	不搬。BeiDou 已有 gm4 的 ExpRate/DropRate/MesoRate/QuestRate/BossDropRate 五个倍率指令，LK 版只是给它们套了「改完起个定时器改回去」；而 BeiDou 的 GameConfig 本身热重载、改 world 倍率会即时写回 World 对象，限时活动应走 GameConfig + gms-ui 后台，靠内存态定时器控制的话活动期间重启就丢状态、后台看到的还是旧值。连带结论：批次1 遗留未移植的 CommandManager.setWorldExpRate/QuestRate/DropRate 三个方法确定不补（World 也确实没有 setQuestRate）
src/client/command/commands/gm4/SendMailCommand.java	java-new	51	0	deferred	缓：函数体只有 3 行有效代码，全部逻辑在 MailManager.sendMapleLandMailTOSingleUser，而 net/mailing/MailManager 已在批次2 deferred；它还 import 了 net/server/task/UpdateVotePointTask（批次3 deferred）。注意这是站外电子邮件，不是游戏内站内信。重启条件：邮箱验证方案定案后随 MailManager 一并
src/client/command/commands/gm4/UpdateVoteCommand.java	java-new	49	0	deferred	缓：整个投票奖励系统暂缓。BeiDou 已有 gm0/ReadPointsCommand 与 gm3/GiveVpCommand 管点数读写，Client.votePoints/voteTime 是 HeavenMS 上游就有（LK 侧该段只被格式化提交触碰，无逻辑改动）；LK 真正新增的是三条运营策略——衰减因子 NX_DECLINE_FACTOR、进商城领取豁免衰减、未绑定邮箱投票无效，最后一条依赖已 deferred 的 net/mailing/MailManager。重启条件：确定是否接入外部投票站 + 衰减策略定案 + 邮箱验证方案定案
src/client/command/commands/gm5/ReloadConfigCommand.java	java-new	40	0	rejected	不搬。函数体只有一句 YamlConfig.fromFile("config.yaml")，而 BeiDou 没有 YamlConfig，配置走 GameConfig 单例 + game_config 表，GameConfig 的 update/remove/add 本身就是热重载，gms-ui 后台改完即时生效，不需要一个重载指令
src/client/command/commands/gm5/RoyalCommand.java	java-new	114	0	pending	
src/client/command/commands/gm5/TestScriptCommand.java	java-new	58	0	ported	org/gms/client/command/commands/gm5/TestScriptCommand.java
src/constants/string/CNLanguageConstants.java	java-new	41	0	pending	
src/net/mailing/MailConst.java	java-new	15	0	deferred	同 MailManager，随邮箱验证方案一并决定
src/net/mailing/MailManager.java	java-new	131	0	deferred	缓：需先定邮箱验证与 BeiDou 既有 JWT/AuthTokenFilter 鉴权体系如何协调。重启条件：确定邮箱验证的定位（仅游戏内绑定 or 参与登录鉴权）后
src/net/mailing/Verifier.java	java-new	30	0	deferred	同 MailManager，随邮箱验证方案一并决定
src/net/server/handlers/VotePingBackHandler.java	java-new	52	0	rejected	LK 全仓库零引用的死代码：extends javax.xml.ws.spi.http.HttpHandler（JAX-WS SPI，JDK11+ 已从 JDK 移除，Java 21 下需额外依赖才编译得过），handle() 里 JSON 解析与 sendResponseHeaders 全被注释掉，只剩一句 System.out.println。真正记票的 UpdateVotePointTask 并不消费它。与 LichDebugCommand 同档
src/net/server/task/UpdateVotePointTask.java	java-new	143	0	deferred	缓：它不消费 VotePingBackHandler，而是每 5 分钟主动 GET GTOP_PING_BACK_URL 拉 gtop100 的 XML 并解析 entry/pingusername 记票（LK 侧在 Server.java:932 注册）。三个阻塞：需真实 gtop100 站点注册（url 内含 siteid 与 pass）；其 SQL 的 and email is not null 就是「未绑定邮箱投票无效」这条规则，依赖已 deferred 的 MailManager；读写 accounts.lastVoteTime，BeiDou 无此列。另 LK 用 HeavenMS 的 TimerManager 自建调度，移植要改接 BeiDou 现有调度方式，属重写而非搬运。重启条件：确定接入投票站并拿到 siteid/pass + 邮箱验证方案定案
src/server/MessageBoard.java	java-new	91	0	deferred	缓：本批决定跳过留言板，代码没写。前置已就绪（批次0 建的 message_board 表与 MessageBoardDO/MessageBoardMapper），BeiDou 两个语言层都无任何留言板实现。移植时要修的 LK 问题已查明：单例上的 LinkedList 非线程安全却被多频道并发读写；getMessages 的 SELECT 无 ORDER BY 却用 addFirst 装填，冷启动后顺序与内存态不一致；表名 messageboard 与 messageBoard 大小写混用，Linux MySQL 上会炸；淘汰旧留言的 DELETE 分支里 ps 在循环中反复赋值且未关闭；颜色控制码被拼进持久化内容且与 characterName 列重复。重启条件：决定要做留言板时
src/server/gachapon/Leafre.java	java-new	74	0	pending	
src/server/ultils/RoyalAccount.java	java-new	69	0	pending	
HeavenMS_LichKingMod.iml	other	22	0	noise	IDE 工程文件
build.xml	other	73	0	noise	Ant 构建脚本；BeiDou 用 Maven
cores/javax.mail-1.6.2.jar	other	0	0	pending	第三方依赖 jar；BeiDou 用 Maven 声明依赖而非入库
helperTools/questWriter.js	other	11	0	pending	未分类，需人工判定
hs_err_pid15580.log	other	341	0	noise	JVM 崩溃/回放日志，误提交的垃圾文件
launch.bat	other	2	2	pending	未分类，需人工判定
replay_pid15580.log	other	1270	0	noise	JVM 崩溃/回放日志，误提交的垃圾文件
tools/MapleArrowFetcher/MapleArrowFetcher.iml	other	11	0	noise	IDE 工程文件
tools/MapleBossHpBarFetcher/MapleBossHpBarFetcher.iml	other	11	0	noise	IDE 工程文件
tools/MapleCashCosmeticsChecker/MapleCashCosmeticsChecker.iml	other	11	0	noise	IDE 工程文件
tools/MapleCashCosmeticsFetcher/MapleCashCosmeticsFetcher.iml	other	11	0	noise	IDE 工程文件
tools/MapleCashDropFetcher/MapleCashDropFetcher.iml	other	11	0	noise	IDE 工程文件
tools/MapleCashVegaChecker/MapleCashVegaChecker.iml	other	11	0	noise	IDE 工程文件
tools/MapleCodeCouponGenerator/MapleCodeCouponGenerator.iml	other	11	0	noise	IDE 工程文件
tools/MapleCouponInstaller/MapleCouponInstaller.iml	other	11	0	noise	IDE 工程文件
tools/MapleDojoUpdater/MapleDojoUpdater.iml	other	11	0	noise	IDE 工程文件
tools/MapleEmptyItemWzChecker/MapleEmptyItemWzChecker.iml	other	11	0	noise	IDE 工程文件
tools/MapleEquipmentOmnileveler/MapleEquipmentOmnileveler.iml	other	11	0	noise	IDE 工程文件
tools/MapleEventMethodFiller/MapleEventMethodFiller.iml	other	16	0	noise	IDE 工程文件
tools/MapleGachaponItemidRetriever/MapleGachaponItemidRetriever.iml	other	11	0	noise	IDE 工程文件
tools/MapleIdRetriever/MapleIdRetriever.iml	other	11	0	noise	IDE 工程文件
tools/MapleInvalidItemIdFetcher/MapleInvalidItemIdFetcher.iml	other	11	0	noise	IDE 工程文件
tools/MapleInvalidItemWithNoNameFetcher/MapleInvalidItemWithNoNameFetcher.iml	other	11	0	noise	IDE 工程文件
tools/MapleMapFieldLimitChecker/MapleMapFieldLimitChecker.iml	other	11	0	noise	IDE 工程文件
tools/MapleMapInfoRetriever/MapleMapInfoRetriever.iml	other	16	0	noise	IDE 工程文件
tools/MapleMesoFetcher/MapleMesoFetcher.iml	other	11	0	noise	IDE 工程文件
tools/MapleMobBookIndexer/MapleMobBookIndexer.iml	other	11	0	noise	IDE 工程文件
tools/MapleMobBookUpdate/MapleMobBookUpdate.iml	other	11	0	noise	IDE 工程文件
tools/MapleQuestItemCountFetcher/MapleQuestItemCountFetcher.iml	other	11	0	noise	IDE 工程文件
tools/MapleQuestItemFetcher/MapleQuestItemFetcher.iml	other	16	0	noise	IDE 工程文件
tools/MapleQuestMesoFetcher/MapleQuestMesoFetcher.iml	other	11	0	noise	IDE 工程文件
tools/MapleQuestlineFetcher/MapleQuestlineFetcher.iml	other	11	0	noise	IDE 工程文件
tools/MapleReactorDropFetcher/MapleReactorDropFetcher.iml	other	11	0	noise	IDE 工程文件
tools/MapleSkillMakerFetcher/MapleSkillMakerFetcher.iml	other	11	0	noise	IDE 工程文件
tools/MapleSkillMakerReagentIndexer/MapleSkillMakerReagentIndexer.iml	other	11	0	noise	IDE 工程文件
tools/MapleSkillbookChanceFetcher/MapleSkillbookChanceFetcher.iml	other	11	0	noise	IDE 工程文件
tools/MapleSkillbookStackUpdate/MapleSkillbookStackUpdate.iml	other	11	0	noise	IDE 工程文件
tools/MapleWorldmapChecker/MapleWorldmapChecker.iml	other	11	0	noise	IDE 工程文件
tools/SpiderDropFetcher/SpiderDropFetcher.iml	other	11	0	noise	IDE 工程文件
